Vertices,Gen set,Diameter,Average distance,Bisection width,Connections
77,1 4 10 25,3,2.36842,80,308
77,1 4 10 28,3,2.36842,86,308
77,1 4 10 31,3,2.36842,92,308
77,1 4 10 32,3,2.36842,94,308
77,1 4 11 24,3,2.36842,80,308
77,1 4 11 28,3,2.36842,88,308
77,1 4 11 32,3,2.36842,96,308
77,1 4 13 28,3,2.36842,92,308
77,1 4 13 29,3,2.36842,94,308
77,1 4 14 25,3,2.36842,88,308
77,1 4 14 34,3,2.36842,106,308
77,1 4 15 25,3,2.36842,90,308
77,1 4 16 22,3,2.36842,86,308
77,1 4 16 34,3,2.36842,110,308
77,1 4 16 35,3,2.36842,112,308
77,1 4 17 23,3,2.36842,90,308
77,1 4 17 24,3,2.36842,92,308
77,1 4 17 29,3,2.36842,102,308
77,1 4 18 24,3,2.36842,94,308
77,1 4 18 25,3,2.36842,96,308
77,1 4 19 28,3,2.36842,104,308
77,1 4 19 30,3,2.36842,108,308
77,1 4 19 33,3,2.36842,114,308
77,1 4 20 30,3,2.36842,110,308
77,1 4 20 34,3,2.36842,118,308
77,1 4 21 32,3,2.36842,116,308
77,1 4 21 33,3,2.36842,118,308
77,1 4 22 31,3,2.36842,116,308
77,1 4 24 35,3,2.36842,128,308
77,1 4 29 35,3,2.36842,138,308
77,1 5 8 28,3,2.36842,84,308
77,1 5 8 29,3,2.36842,86,308
77,1 5 8 33,3,2.36842,94,308
77,1 5 12 21,3,2.36842,78,308
77,1 5 13 22,3,2.36842,82,308
77,1 5 13 28,3,2.36842,94,308
77,1 5 13 29,3,2.36842,96,308
77,1 5 13 33,3,2.36842,104,308
77,1 5 13 34,3,2.36842,106,308
77,1 5 13 35,3,2.36842,108,308
77,1 5 14 30,3,2.36842,100,308
77,1 5 14 37,3,2.36842,114,308
77,1 5 16 34,3,2.36842,112,308
77,1 5 17 37,3,2.36842,120,308
77,1 5 18 25,3,2.36842,98,308
77,1 5 18 34,3,2.36842,116,308
77,1 5 19 30,3,2.36842,110,308
77,1 5 19 31,3,2.36842,112,308
77,1 5 20 27,3,2.36842,106,308
77,1 5 20 33,3,2.36842,118,308
77,1 5 21 32,3,2.36842,118,308
77,1 5 22 31,3,2.36842,118,308
77,1 5 22 35,3,2.36842,126,308
77,1 5 23 34,3,2.36842,126,308
77,1 5 23 35,3,2.36842,128,308
77,1 5 23 37,3,2.36842,132,308
77,1 5 25 33,3,2.36842,128,308
77,1 5 27 35,3,2.36842,136,308
77,1 5 28 37,3,2.36842,142,308
77,1 5 29 32,3,2.36842,134,308
77,1 6 9 29,3,2.36842,90,308
77,1 6 9 33,3,2.36842,98,308
77,1 6 10 23,3,2.36842,80,308
77,1 6 14 24,3,2.36842,90,308
77,1 6 14 25,3,2.36842,92,308
77,1 6 14 30,3,2.36842,102,308
77,1 6 15 19,3,2.36842,82,308
77,1 6 15 25,3,2.36842,94,308
77,1 6 15 37,3,2.36842,118,308
77,1 6 16 20,3,2.36842,86,308
77,1 6 16 25,3,2.36842,96,308
77,1 6 16 37,3,2.36842,120,308
77,1 6 19 22,3,2.36842,96,308
77,1 6 19 28,3,2.36842,108,308
77,1 6 19 34,3,2.36842,120,308
77,1 6 20 24,3,2.36842,102,308
77,1 6 20 30,3,2.36842,114,308
77,1 6 21 30,3,2.36842,116,308
77,1 6 21 32,3,2.36842,120,308
77,1 6 21 37,3,2.36842,130,308
77,1 6 22 30,3,2.36842,118,308
77,1 6 23 34,3,2.36842,128,308
77,1 6 27 30,3,2.36842,128,308
77,1 6 27 31,3,2.36842,130,308
77,1 6 27 37,3,2.36842,142,308
77,1 6 28 31,3,2.36842,132,308
77,1 6 29 33,3,2.36842,138,308
77,1 6 30 33,3,2.36842,140,308
77,1 7 10 22,3,2.36842,80,308
77,1 7 10 31,3,2.36842,98,308
77,1 7 10 32,3,2.36842,100,308
77,1 7 11 20,3,2.36842,78,308
77,1 7 11 27,3,2.36842,92,308
77,1 7 11 31,3,2.36842,100,308
77,1 7 11 34,3,2.36842,106,308
77,1 7 12 27,3,2.36842,94,308
77,1 7 12 34,3,2.36842,108,308
77,1 7 16 19,3,2.36842,86,308
77,1 7 16 20,3,2.36842,88,308
77,1 7 16 36,3,2.36842,120,308
77,1 7 17 22,3,2.36842,94,308
77,1 7 17 32,3,2.36842,114,308
77,1 7 18 27,3,2.36842,106,308
77,1 7 18 31,3,2.36842,114,308
77,1 7 19 22,3,2.36842,98,308
77,1 7 19 24,3,2.36842,102,308
77,1 7 19 36,3,2.36842,126,308
77,1 7 20 23,3,2.36842,102,308
77,1 7 20 31,3,2.36842,118,308
77,1 7 23 33,3,2.36842,128,308
77,1 7 23 34,3,2.36842,130,308
77,1 7 24 33,3,2.36842,130,308
77,1 7 25 29,3,2.36842,124,308
77,1 7 25 30,3,2.36842,126,308
77,1 7 25 36,3,2.36842,138,308
77,1 7 25 37,3,2.36842,140,308
77,1 8 11 36,3,2.36842,112,308
77,1 8 12 18,3,2.36842,78,308
77,1 8 12 31,3,2.36842,104,308
77,1 8 13 33,3,2.36842,110,308
77,1 8 13 37,3,2.36842,118,308
77,1 8 14 19,3,2.36842,84,308
77,1 8 18 22,3,2.36842,98,308
77,1 8 18 32,3,2.36842,118,308
77,1 8 19 22,3,2.36842,100,308
77,1 8 19 36,3,2.36842,128,308
77,1 8 20 31,3,2.36842,120,308
77,1 8 21 31,3,2.36842,122,308
77,1 8 25 37,3,2.36842,142,308
77,1 8 27 30,3,2.36842,132,308
77,1 8 27 32,3,2.36842,136,308
77,1 8 27 37,3,2.36842,146,308
77,1 8 28 31,3,2.36842,136,308
77,1 8 28 32,3,2.36842,138,308
77,1 8 29 33,3,2.36842,142,308
77,1 9 12 35,3,2.36842,114,308
77,1 9 13 20,3,2.36842,86,308
77,1 9 13 24,3,2.36842,94,308
77,1 9 14 20,3,2.36842,88,308
77,1 9 14 33,3,2.36842,114,308
77,1 9 15 20,3,2.36842,90,308
77,1 9 15 28,3,2.36842,106,308
77,1 9 15 36,3,2.36842,122,308
77,1 9 16 20,3,2.36842,92,308
77,1 9 16 21,3,2.36842,94,308
77,1 9 16 22,3,2.36842,96,308
77,1 9 16 28,3,2.36842,108,308
77,1 9 16 37,3,2.36842,126,308
77,1 9 21 25,3,2.36842,112,308
77,1 9 21 37,3,2.36842,136,308
77,1 9 22 25,3,2.36842,114,308
77,1 9 24 36,3,2.36842,140,308
77,1 9 24 37,3,2.36842,142,308
77,1 9 25 30,3,2.36842,130,308
77,1 9 25 31,3,2.36842,132,308
77,1 9 25 32,3,2.36842,134,308
77,1 9 29 33,3,2.36842,144,308
77,1 9 29 35,3,2.36842,148,308
77,1 9 30 33,3,2.36842,146,308
77,1 9 30 36,3,2.36842,152,308
77,1 9 31 35,3,2.36842,152,308
77,1 10 15 27,3,2.36842,106,308
77,1 10 15 28,3,2.36842,108,308
77,1 10 16 23,3,2.36842,100,308
77,1 10 16 24,3,2.36842,102,308
77,1 10 16 37,3,2.36842,128,308
77,1 10 17 23,3,2.36842,102,308
77,1 10 17 32,3,2.36842,120,308
77,1 10 18 24,3,2.36842,106,308
77,1 10 24 36,3,2.36842,142,308
77,1 10 27 32,3,2.36842,140,308
