Vertices,Gen set,Diameter,Average distance,Bisection width,Connections
28,1 3 6 8 9,2,1.62963,54,140
28,1 3 6 8 10,2,1.62963,56,140
28,1 3 6 8 12,2,1.62963,60,140
28,1 3 6 8 13,2,1.62963,62,140
28,1 3 6 9 11,2,1.62963,60,140
28,1 3 6 10 11,2,1.62963,62,140
28,1 3 6 10 13,2,1.62963,66,140
28,1 3 6 11 12,2,1.62963,66,140
28,1 3 6 11 13,2,1.62963,68,140
28,1 3 7 8 9,2,1.62963,56,140
28,1 3 7 8 10,2,1.62963,58,140
28,1 3 7 8 11,2,1.62963,60,140
28,1 3 7 8 12,2,1.62963,62,140
28,1 3 7 8 13,2,1.62963,64,140
28,1 3 7 9 12,2,1.62963,64,140
28,1 3 7 10 12,2,1.62963,66,140
28,1 3 7 10 13,2,1.62963,68,140
28,1 3 7 11 12,2,1.62963,68,140
28,1 3 7 12 13,2,1.62963,72,140
28,1 3 8 9 13,2,1.62963,68,140
28,1 3 8 10 11,2,1.62963,66,140
28,1 3 8 10 13,2,1.62963,70,140
28,1 3 8 11 12,2,1.62963,70,140
28,1 3 8 11 13,2,1.62963,72,140
28,1 3 8 12 13,2,1.62963,74,140
28,1 3 9 10 13,2,1.62963,72,140
28,1 3 9 11 12,2,1.62963,72,140
28,1 3 10 11 12,2,1.62963,74,140
28,1 3 10 11 13,2,1.62963,76,140
28,1 3 10 12 13,2,1.62963,78,140
28,1 4 5 6 7,2,1.62963,46,140
28,1 4 5 6 8,2,1.62963,48,140
28,1 4 5 6 9,2,1.62963,50,140
28,1 4 5 6 10,2,1.62963,52,140
28,1 4 5 6 13,2,1.62963,58,140
28,1 4 5 7 8,2,1.62963,50,140
28,1 4 5 7 9,2,1.62963,52,140
28,1 4 5 7 10,2,1.62963,54,140
28,1 4 5 7 11,2,1.62963,56,140
28,1 4 5 7 12,2,1.62963,58,140
28,1 4 5 7 13,2,1.62963,60,140
28,1 4 5 8 9,2,1.62963,54,140
28,1 4 5 8 10,2,1.62963,56,140
28,1 4 5 8 13,2,1.62963,62,140
28,1 4 5 9 11,2,1.62963,60,140
28,1 4 5 9 12,2,1.62963,62,140
28,1 4 5 10 11,2,1.62963,62,140
28,1 4 5 10 12,2,1.62963,64,140
28,1 4 5 11 13,2,1.62963,68,140
28,1 4 5 12 13,2,1.62963,70,140
28,1 4 6 7 8,2,1.62963,52,140
28,1 4 6 7 9,2,1.62963,54,140
28,1 4 6 7 10,2,1.62963,56,140
28,1 4 6 7 12,2,1.62963,60,140
28,1 4 6 7 13,2,1.62963,62,140
28,1 4 6 8 9,2,1.62963,56,140
28,1 4 6 8 11,2,1.62963,60,140
28,1 4 6 8 12,2,1.62963,62,140
28,1 4 6 8 13,2,1.62963,64,140
28,1 4 6 9 10,2,1.62963,60,140
28,1 4 6 9 13,2,1.62963,66,140
28,1 4 6 10 11,2,1.62963,64,140
28,1 4 6 10 12,2,1.62963,66,140
28,1 4 6 10 13,2,1.62963,68,140
28,1 4 6 11 13,2,1.62963,70,140
28,1 4 6 12 13,2,1.62963,72,140
28,1 4 7 8 9,2,1.62963,58,140
28,1 4 7 8 10,2,1.62963,60,140
28,1 4 7 8 11,2,1.62963,62,140
28,1 4 7 9 10,2,1.62963,62,140
28,1 4 7 9 11,2,1.62963,64,140
28,1 4 7 9 12,2,1.62963,66,140
28,1 4 7 9 13,2,1.62963,68,140
28,1 4 7 10 11,2,1.62963,66,140
28,1 4 7 10 12,2,1.62963,68,140
28,1 4 7 10 13,2,1.62963,70,140
28,1 4 7 11 12,2,1.62963,70,140
28,1 4 7 11 13,2,1.62963,72,140
28,1 4 8 9 10,2,1.62963,64,140
28,1 4 8 9 13,2,1.62963,70,140
28,1 4 8 10 11,2,1.62963,68,140
28,1 4 8 10 12,2,1.62963,70,140
28,1 4 8 10 13,2,1.62963,72,140
28,1 4 8 11 13,2,1.62963,74,140
28,1 4 9 10 11,2,1.62963,70,140
28,1 4 9 10 12,2,1.62963,72,140
28,1 4 9 11 13,2,1.62963,76,140
28,1 4 9 12 13,2,1.62963,78,140
28,1 4 10 11 12,2,1.62963,76,140
28,1 4 10 11 13,2,1.62963,78,140
28,1 4 11 12 13,2,1.62963,82,140
28,1 5 6 7 8,2,1.62963,54,140
28,1 5 6 7 9,2,1.62963,56,140
28,1 5 6 7 10,2,1.62963,58,140
28,1 5 6 8 9,2,1.62963,58,140
28,1 5 6 8 10,2,1.62963,60,140
28,1 5 6 8 11,2,1.62963,62,140
28,1 5 6 8 12,2,1.62963,64,140
28,1 5 6 8 13,2,1.62963,66,140
28,1 5 6 9 10,2,1.62963,62,140
28,1 5 6 9 11,2,1.62963,64,140
28,1 5 6 9 12,2,1.62963,66,140
28,1 5 6 9 13,2,1.62963,68,140
28,1 5 6 10 13,2,1.62963,70,140
28,1 5 6 12 13,2,1.62963,74,140
28,1 5 7 8 9,2,1.62963,60,140
28,1 5 7 8 10,2,1.62963,62,140
28,1 5 7 8 11,2,1.62963,64,140
28,1 5 7 8 12,2,1.62963,66,140
28,1 5 7 9 10,2,1.62963,64,140
28,1 5 7 9 12,2,1.62963,68,140
28,1 5 7 10 11,2,1.62963,68,140
28,1 5 7 10 12,2,1.62963,70,140
28,1 5 7 10 13,2,1.62963,72,140
28,1 5 7 12 13,2,1.62963,76,140
28,1 5 8 9 10,2,1.62963,66,140
28,1 5 8 9 11,2,1.62963,68,140
28,1 5 8 9 12,2,1.62963,70,140
28,1 5 8 9 13,2,1.62963,72,140
28,1 5 8 10 13,2,1.62963,74,140
28,1 5 8 11 13,2,1.62963,76,140
28,1 5 8 12 13,2,1.62963,78,140
28,1 5 9 10 12,2,1.62963,74,140
28,1 5 9 11 12,2,1.62963,76,140
28,1 5 9 12 13,2,1.62963,80,140
28,1 5 10 11 13,2,1.62963,80,140
28,1 5 10 12 13,2,1.62963,82,140
28,1 6 7 8 10,2,1.62963,64,140
28,1 6 7 8 11,2,1.62963,66,140
28,1 6 7 9 10,2,1.62963,66,140
28,1 6 7 9 11,2,1.62963,68,140
28,1 6 7 9 12,2,1.62963,70,140
28,1 6 7 10 11,2,1.62963,70,140
28,1 6 7 10 12,2,1.62963,72,140
28,1 6 7 10 13,2,1.62963,74,140
28,1 6 7 12 13,2,1.62963,78,140
28,1 6 8 9 10,2,1.62963,68,140
28,1 6 8 9 12,2,1.62963,72,140
28,1 6 8 9 13,2,1.62963,74,140
28,1 6 8 10 13,2,1.62963,76,140
28,1 6 8 11 12,2,1.62963,76,140
28,1 6 8 11 13,2,1.62963,78,140
28,1 6 8 12 13,2,1.62963,80,140
28,1 6 9 10 13,2,1.62963,78,140
28,1 6 9 11 13,2,1.62963,80,140
28,1 6 9 12 13,2,1.62963,82,140
28,1 6 10 11 13,2,1.62963,82,140
28,1 6 10 12 13,2,1.62963,84,140
28,1 7 8 9 12,2,1.62963,74,140
28,1 7 8 10 12,2,1.62963,76,140
28,1 7 8 11 12,2,1.62963,78,140
28,1 7 8 11 13,2,1.62963,80,140
28,1 7 9 10 12,2,1.62963,78,140
28,1 7 9 10 13,2,1.62963,80,140
28,1 7 9 11 12,2,1.62963,80,140
28,1 7 9 12 13,2,1.62963,84,140
28,1 7 10 11 12,2,1.62963,82,140
28,1 7 10 11 13,2,1.62963,84,140
28,1 7 10 12 13,2,1.62963,86,140
28,1 7 11 12 13,2,1.62963,88,140
28,1 8 9 10 13,2,1.62963,82,140
28,1 8 9 11 13,2,1.62963,84,140
28,1 8 9 12 13,2,1.62963,86,140
28,1 8 10 11 13,2,1.62963,86,140
28,1 8 10 12 13,2,1.62963,88,140
28,1 8 11 12 13,2,1.62963,90,140
28,1 9 10 11 13,2,1.62963,88,140
28,1 9 10 12 13,2,1.62963,90,140
28,1 9 11 12 13,2,1.62963,92,140
28,1 10 11 12 13,2,1.62963,94,140
28,2 3 4 5 9,2,1.62963,46,140
28,2 3 4 5 11,2,1.62963,50,140
28,2 3 4 5 12,2,1.62963,52,140
28,2 3 4 6 7,2,1.62963,44,140
28,2 3 4 6 11,2,1.62963,52,140
28,2 3 4 7 8,2,1.62963,48,140
28,2 3 4 7 9,2,1.62963,50,140
28,2 3 4 7 10,2,1.62963,52,140
28,2 3 4 7 12,2,1.62963,56,140
28,2 3 4 7 13,2,1.62963,58,140
28,2 3 4 8 11,2,1.62963,56,140
28,2 3 4 8 12,2,1.62963,58,140
28,2 3 4 9 10,2,1.62963,56,140
28,2 3 4 9 11,2,1.62963,58,140
28,2 3 4 9 12,2,1.62963,60,140
28,2 3 4 10 11,2,1.62963,60,140
28,2 3 4 10 13,2,1.62963,64,140
28,2 3 4 11 12,2,1.62963,64,140
28,2 3 4 11 13,2,1.62963,66,140
28,2 3 4 12 13,2,1.62963,68,140
28,2 3 5 6 7,2,1.62963,46,140
28,2 3 5 6 8,2,1.62963,48,140
28,2 3 5 6 9,2,1.62963,50,140
28,2 3 5 6 11,2,1.62963,54,140
28,2 3 5 6 12,2,1.62963,56,140
28,2 3 5 7 8,2,1.62963,50,140
28,2 3 5 7 10,2,1.62963,54,140
28,2 3 5 7 11,2,1.62963,56,140
28,2 3 5 7 12,2,1.62963,58,140
28,2 3 5 7 13,2,1.62963,60,140
28,2 3 5 8 9,2,1.62963,54,140
28,2 3 5 8 11,2,1.62963,58,140
28,2 3 5 8 12,2,1.62963,60,140
28,2 3 5 9 10,2,1.62963,58,140
28,2 3 5 9 11,2,1.62963,60,140
28,2 3 5 9 12,2,1.62963,62,140
28,2 3 5 9 13,2,1.62963,64,140
28,2 3 5 10 11,2,1.62963,62,140
28,2 3 5 10 12,2,1.62963,64,140
28,2 3 5 11 12,2,1.62963,66,140
28,2 3 5 11 13,2,1.62963,68,140
28,2 3 5 12 13,2,1.62963,70,140
28,2 3 6 7 8,2,1.62963,52,140
28,2 3 6 7 9,2,1.62963,54,140
28,2 3 6 7 10,2,1.62963,56,140
28,2 3 6 7 11,2,1.62963,58,140
28,2 3 6 7 13,2,1.62963,62,140
28,2 3 6 8 9,2,1.62963,56,140
28,2 3 6 8 10,2,1.62963,58,140
28,2 3 6 8 13,2,1.62963,64,140
28,2 3 6 9 11,2,1.62963,62,140
28,2 3 6 9 12,2,1.62963,64,140
28,2 3 6 10 11,2,1.62963,64,140
28,2 3 6 11 13,2,1.62963,70,140
28,2 3 6 12 13,2,1.62963,72,140
28,2 3 7 8 9,2,1.62963,58,140
28,2 3 7 8 10,2,1.62963,60,140
28,2 3 7 8 11,2,1.62963,62,140
28,2 3 7 8 12,2,1.62963,64,140
28,2 3 7 8 13,2,1.62963,66,140
28,2 3 7 9 10,2,1.62963,62,140
28,2 3 7 9 11,2,1.62963,64,140
28,2 3 7 9 13,2,1.62963,68,140
28,2 3 7 10 11,2,1.62963,66,140
28,2 3 7 10 12,2,1.62963,68,140
28,2 3 7 10 13,2,1.62963,70,140
28,2 3 7 11 12,2,1.62963,70,140
28,2 3 7 11 13,2,1.62963,72,140
28,2 3 7 12 13,2,1.62963,74,140
28,2 3 8 9 11,2,1.62963,66,140
28,2 3 8 9 12,2,1.62963,68,140
28,2 3 8 10 11,2,1.62963,68,140
28,2 3 8 10 12,2,1.62963,70,140
28,2 3 8 11 13,2,1.62963,74,140
28,2 3 8 12 13,2,1.62963,76,140
28,2 3 9 10 11,2,1.62963,70,140
28,2 3 9 10 12,2,1.62963,72,140
28,2 3 9 11 12,2,1.62963,74,140
28,2 3 9 11 13,2,1.62963,76,140
28,2 3 10 11 12,2,1.62963,76,140
28,2 3 10 11 13,2,1.62963,78,140
28,2 3 10 12 13,2,1.62963,80,140
28,2 4 5 6 7,2,1.62963,48,140
28,2 4 5 6 8,2,1.62963,50,140
28,2 4 5 6 9,2,1.62963,52,140
28,2 4 5 6 10,2,1.62963,54,140
28,2 4 5 7 8,2,1.62963,52,140
28,2 4 5 7 9,2,1.62963,54,140
28,2 4 5 7 10,2,1.62963,56,140
28,2 4 5 7 11,2,1.62963,58,140
28,2 4 5 7 13,2,1.62963,62,140
28,2 4 5 8 9,2,1.62963,56,140
28,2 4 5 8 12,2,1.62963,62,140
28,2 4 5 9 10,2,1.62963,60,140
28,2 4 5 9 11,2,1.62963,62,140
28,2 4 5 9 12,2,1.62963,64,140
28,2 4 5 10 11,2,1.62963,64,140
28,2 4 5 10 12,2,1.62963,66,140
28,2 4 5 10 13,2,1.62963,68,140
28,2 4 5 11 12,2,1.62963,68,140
28,2 4 5 12 13,2,1.62963,72,140
28,2 4 6 7 8,2,1.62963,54,140
28,2 4 6 7 9,2,1.62963,56,140
28,2 4 6 7 10,2,1.62963,58,140
28,2 4 6 7 11,2,1.62963,60,140
28,2 4 6 7 12,2,1.62963,62,140
28,2 4 6 7 13,2,1.62963,64,140
28,2 4 6 8 9,2,1.62963,58,140
28,2 4 6 9 10,2,1.62963,62,140
28,2 4 7 8 9,2,1.62963,60,140
28,2 4 7 8 10,2,1.62963,62,140
28,2 4 7 8 11,2,1.62963,64,140
28,2 4 7 8 12,2,1.62963,66,140
28,2 4 7 8 13,2,1.62963,68,140
28,2 4 7 9 10,2,1.62963,64,140
28,2 4 7 10 11,2,1.62963,68,140
28,2 4 7 11 12,2,1.62963,72,140
28,2 4 7 12 13,2,1.62963,76,140
28,2 4 8 9 12,2,1.62963,70,140
28,2 4 8 11 12,2,1.62963,74,140
28,2 4 8 12 13,2,1.62963,78,140
28,2 4 9 10 12,2,1.62963,74,140
28,2 4 9 10 13,2,1.62963,76,140
28,2 4 9 11 12,2,1.62963,76,140
28,2 4 9 12 13,2,1.62963,80,140
28,2 4 10 11 13,2,1.62963,80,140
28,2 4 11 12 13,2,1.62963,84,140
28,2 5 6 7 8,2,1.62963,56,140
28,2 5 6 7 9,2,1.62963,58,140
28,2 5 6 7 10,2,1.62963,60,140
28,2 5 6 7 11,2,1.62963,62,140
28,2 5 6 7 12,2,1.62963,64,140
28,2 5 6 7 13,2,1.62963,66,140
28,2 5 6 8 9,2,1.62963,60,140
28,2 5 6 8 11,2,1.62963,64,140
28,2 5 6 8 13,2,1.62963,68,140
28,2 5 6 9 10,2,1.62963,64,140
28,2 5 6 9 11,2,1.62963,66,140
28,2 5 6 9 12,2,1.62963,68,140
28,2 5 6 9 13,2,1.62963,70,140
28,2 5 6 11 12,2,1.62963,72,140
28,2 5 6 12 13,2,1.62963,76,140
28,2 5 7 8 9,2,1.62963,62,140
28,2 5 7 8 10,2,1.62963,64,140
28,2 5 7 8 11,2,1.62963,66,140
28,2 5 7 8 12,2,1.62963,68,140
28,2 5 7 8 13,2,1.62963,70,140
28,2 5 7 10 11,2,1.62963,70,140
28,2 5 7 12 13,2,1.62963,78,140
28,2 5 8 9 10,2,1.62963,68,140
28,2 5 8 9 11,2,1.62963,70,140
28,2 5 8 9 12,2,1.62963,72,140
28,2 5 8 9 13,2,1.62963,74,140
28,2 5 8 11 12,2,1.62963,76,140
28,2 5 9 10 11,2,1.62963,74,140
28,2 5 9 10 12,2,1.62963,76,140
28,2 5 9 10 13,2,1.62963,78,140
28,2 5 9 11 12,2,1.62963,78,140
28,2 5 9 12 13,2,1.62963,82,140
28,2 5 10 11 12,2,1.62963,80,140
28,2 5 11 12 13,2,1.62963,86,140
28,2 6 7 8 9,2,1.62963,64,140
28,2 6 7 8 10,2,1.62963,66,140
28,2 6 7 8 11,2,1.62963,68,140
28,2 6 7 9 10,2,1.62963,68,140
28,2 6 7 9 11,2,1.62963,70,140
28,2 6 7 9 12,2,1.62963,72,140
28,2 6 7 9 13,2,1.62963,74,140
28,2 6 7 10 11,2,1.62963,72,140
28,2 6 7 10 12,2,1.62963,74,140
28,2 6 7 10 13,2,1.62963,76,140
28,2 6 7 12 13,2,1.62963,80,140
28,2 6 8 9 11,2,1.62963,72,140
28,2 6 8 9 13,2,1.62963,76,140
28,2 6 8 10 11,2,1.62963,74,140
28,2 6 8 12 13,2,1.62963,82,140
28,2 6 9 11 12,2,1.62963,80,140
28,2 6 10 12 13,2,1.62963,86,140
28,2 6 11 12 13,2,1.62963,88,140
28,2 7 8 9 10,2,1.62963,72,140
28,2 7 8 9 11,2,1.62963,74,140
28,2 7 8 9 12,2,1.62963,76,140
28,2 7 8 10 11,2,1.62963,76,140
28,2 7 8 10 12,2,1.62963,78,140
28,2 7 8 10 13,2,1.62963,80,140
28,2 7 8 11 12,2,1.62963,80,140
28,2 7 8 11 13,2,1.62963,82,140
28,2 7 8 12 13,2,1.62963,84,140
28,2 7 9 10 11,2,1.62963,78,140
28,2 7 9 10 13,2,1.62963,82,140
28,2 7 9 11 12,2,1.62963,82,140
28,2 7 9 12 13,2,1.62963,86,140
28,2 7 10 11 12,2,1.62963,84,140
28,2 7 10 11 13,2,1.62963,86,140
28,2 7 10 12 13,2,1.62963,88,140
28,2 7 11 12 13,2,1.62963,90,140
28,2 8 9 11 12,2,1.62963,84,140
28,2 8 9 12 13,2,1.62963,88,140
28,2 8 10 11 12,2,1.62963,86,140
28,2 8 11 12 13,2,1.62963,92,140
28,2 9 10 11 12,2,1.62963,88,140
28,2 9 10 12 13,2,1.62963,92,140
28,2 9 11 12 13,2,1.62963,94,140
28,2 10 11 12 13,2,1.62963,96,140
28,3 4 5 6 7,2,1.62963,50,140
28,3 4 5 6 8,2,1.62963,52,140
28,3 4 5 6 9,2,1.62963,54,140
28,3 4 5 6 10,2,1.62963,56,140
28,3 4 5 6 11,2,1.62963,58,140
28,3 4 5 7 8,2,1.62963,54,140
28,3 4 5 7 9,2,1.62963,56,140
28,3 4 5 7 10,2,1.62963,58,140
28,3 4 5 7 11,2,1.62963,60,140
28,3 4 5 7 12,2,1.62963,62,140
28,3 4 5 7 13,2,1.62963,64,140
28,3 4 5 8 9,2,1.62963,58,140
28,3 4 5 8 10,2,1.62963,60,140
28,3 4 5 8 11,2,1.62963,62,140
28,3 4 5 9 11,2,1.62963,64,140
28,3 4 5 9 12,2,1.62963,66,140
28,3 4 5 9 13,2,1.62963,68,140
28,3 4 5 10 11,2,1.62963,66,140
28,3 4 5 10 12,2,1.62963,68,140
28,3 4 5 10 13,2,1.62963,70,140
28,3 4 5 11 12,2,1.62963,70,140
28,3 4 5 11 13,2,1.62963,72,140
28,3 4 6 7 8,2,1.62963,56,140
28,3 4 6 7 9,2,1.62963,58,140
28,3 4 6 7 11,2,1.62963,62,140
28,3 4 6 7 12,2,1.62963,64,140
28,3 4 6 8 9,2,1.62963,60,140
28,3 4 6 8 10,2,1.62963,62,140
28,3 4 6 8 11,2,1.62963,64,140
28,3 4 6 8 12,2,1.62963,66,140
28,3 4 6 8 13,2,1.62963,68,140
28,3 4 6 9 11,2,1.62963,66,140
28,3 4 6 10 11,2,1.62963,68,140
28,3 4 6 10 13,2,1.62963,72,140
28,3 4 6 11 12,2,1.62963,72,140
28,3 4 6 11 13,2,1.62963,74,140
28,3 4 7 8 9,2,1.62963,62,140
28,3 4 7 8 13,2,1.62963,70,140
28,3 4 7 9 10,2,1.62963,66,140
28,3 4 7 9 11,2,1.62963,68,140
28,3 4 7 9 12,2,1.62963,70,140
28,3 4 7 9 13,2,1.62963,72,140
28,3 4 7 10 12,2,1.62963,72,140
28,3 4 7 10 13,2,1.62963,74,140
28,3 4 7 12 13,2,1.62963,78,140
28,3 4 8 9 10,2,1.62963,68,140
28,3 4 8 9 11,2,1.62963,70,140
28,3 4 8 10 11,2,1.62963,72,140
28,3 4 8 10 12,2,1.62963,74,140
28,3 4 8 10 13,2,1.62963,76,140
28,3 4 8 11 13,2,1.62963,78,140
28,3 4 9 10 11,2,1.62963,74,140
28,3 4 9 10 13,2,1.62963,78,140
28,3 4 9 11 12,2,1.62963,78,140
28,3 4 9 11 13,2,1.62963,80,140
28,3 4 10 11 12,2,1.62963,80,140
28,3 4 10 11 13,2,1.62963,82,140
28,3 4 10 12 13,2,1.62963,84,140
28,3 4 11 12 13,2,1.62963,86,140
28,3 5 6 7 8,2,1.62963,58,140
28,3 5 6 7 9,2,1.62963,60,140
28,3 5 6 7 10,2,1.62963,62,140
28,3 5 6 7 11,2,1.62963,64,140
28,3 5 6 7 12,2,1.62963,66,140
28,3 5 6 7 13,2,1.62963,68,140
28,3 5 6 8 10,2,1.62963,64,140
28,3 5 6 8 12,2,1.62963,68,140
28,3 5 6 9 10,2,1.62963,66,140
28,3 5 6 9 12,2,1.62963,70,140
28,3 5 6 9 13,2,1.62963,72,140
28,3 5 6 10 11,2,1.62963,70,140
28,3 5 6 11 12,2,1.62963,74,140
28,3 5 6 11 13,2,1.62963,76,140
28,3 5 7 8 9,2,1.62963,64,140
28,3 5 7 8 11,2,1.62963,68,140
28,3 5 7 8 12,2,1.62963,70,140
28,3 5 7 9 10,2,1.62963,68,140
28,3 5 7 11 12,2,1.62963,76,140
28,3 5 7 12 13,2,1.62963,80,140
28,3 5 8 9 10,2,1.62963,70,140
28,3 5 8 9 12,2,1.62963,74,140
28,3 5 8 9 13,2,1.62963,76,140
28,3 5 8 11 12,2,1.62963,78,140
28,3 5 9 10 11,2,1.62963,76,140
28,3 5 9 10 12,2,1.62963,78,140
28,3 5 9 11 12,2,1.62963,80,140
28,3 5 9 12 13,2,1.62963,84,140
28,3 5 10 11 12,2,1.62963,82,140
28,3 5 11 12 13,2,1.62963,88,140
28,3 6 7 8 9,2,1.62963,66,140
28,3 6 7 8 10,2,1.62963,68,140
28,3 6 7 8 11,2,1.62963,70,140
28,3 6 7 8 12,2,1.62963,72,140
28,3 6 7 8 13,2,1.62963,74,140
